,userName,toeflScore,greV,greQ,greA,termAndYear,ugCollege,cgpa,univName
0,ninny.rgs,101.0,430.0,740.0,4.5,Fall - 2011,abhinavhitechcollegeofengineering,0.7227,University of Southern California
1,ninny.rgs,101.0,159.0,159.0,4.5,Fall - 2011,abviiitm,0.7227,New Jersey Institute of Technology
2,aashayshah,88.0,147.0,164.0,2.5,Spring - 2016,aceengineeringcollege,0.62,University of Texas Arlington
3,cjaganmohan,102.0,140.0,148.0,3.0,Fall - 2013,acharyainstituteoftechnology,0.74,University of Texas Arlington
4,pvskmz,115.0,154.0,163.0,3.0,Fall - 2013,acharyanagarjunauniversity,0.71,Arizona State University
5,anu_661,105.0,154.0,163.0,3.0,Fall - 2011,acharyanagarjunauniversity,0.89,SUNY Stony Brook
6,nachiappan123,100.0,157.0,163.0,3.0,Fall - 2015,acharyanagarjunauniversity,0.8004000000000001,Arizona State University
7,username123456,95.0,143.0,162.0,3.0,Spring - 2014,acharyanagarjunauniversity,0.85,University of Texas Arlington
8,username123456,95.0,143.0,162.0,3.0,Spring - 2014,acharyanagarjunauniversity,0.85,University of North Carolina Charlotte
9,sam_the_killer,89.0,370.0,690.0,4.0,Fall - 2007,acharyanagarjunauniversity,0.6940999999999999,University of Texas Arlington
10,sam_the_killer,89.0,154.0,163.0,4.0,Fall - 2007,acharyanagarjunauniversity,0.6940999999999999,University of North Carolina Charlotte
11,dhriti1991,101.0,154.0,155.0,3.5,Fall - 2014,adichunchanagiriinstituteoftechnology,0.8029999999999999,University of Texas Dallas
12,dhriti1991,101.0,157.0,163.0,3.5,Fall - 2014,aeronauticalsocietyofindia,0.8029999999999999,Syracuse University
13,hemalpatel1,85.0,162.0,163.0,2.5,Spring - 2011,aeronauticalsocietyofindia,0.62,New Jersey Institute of Technology
14,kranth1,100.0,157.0,163.0,3.5,Fall - 2013,aeronauticalsocietyofindia,0.752,University of Texas Dallas
15,johncena3,96.0,165.0,160.0,3.0,Spring - 2011,ahsanullahuniversityofscience&technology,0.84,University of North Carolina Charlotte
16,abhi111cute,95.0,520.0,780.0,3.0,Fall - 2011,aiht,0.8759999999999999,University of Minnesota Twin Cities
17,abhi111cute,95.0,154.0,160.0,3.0,Fall - 2011,aissmscollegeofengineeringpune,0.8759999999999999,University of Florida
18,kranth1,100.0,162.0,156.0,3.5,Fall - 2013,aissmscollegeofengineeringpune,0.752,University of Florida
19,abhi111cute,95.0,153.0,154.0,3.0,Fall - 2011,aissmscollegeofengineeringpune,0.8759999999999999,University of Cincinnati
20,nathnandy,95.0,162.0,156.0,3.0,Fall - 2015,aissmscollegeofengineeringpune,0.912,University of Cincinnati
21,MISfinder,107.0,162.0,156.0,5.0,Fall - 2014,aissmscollegeofengineeringpune,0.77,Texas A and M University College Station
22,praneeth4u,90.0,162.0,156.0,3.0,Fall - 2014,aissmscollegeofengineeringpune,0.71,Syracuse University
23,praneeth4u,90.0,141.0,159.0,3.0,Fall - 2014,aissmscollegeofengineeringpune,0.71,Northeastern University
24,abhi111cute,95.0,520.0,780.0,3.0,Fall - 2011,aissmsioit,0.8759999999999999,Arizona State University
25,s29,102.0,630.0,780.0,3.0,Fall - 2010,ait,0.8,Arizona State University
26,supreeth324,107.0,520.0,710.0,3.5,Fall - 2012,aitrrgpv,0.775,University of Texas Arlington
27,supreeth324,107.0,520.0,710.0,3.5,Fall - 2012,ajalakshmiengineeringcollege,0.775,University of Southern California
28,supreeth324,107.0,156.0,166.0,3.5,Fall - 2012,ajaykumargargengineeringcollege,0.775,University of California Irvine
29,chandra.chowdary,102.0,146.0,164.0,3.0,Fall - 2010,aligarhmuslimuniversity,0.64,University of Texas Arlington
30,Nile,108.0,146.0,164.0,4.0,Fall - 2008,aligarhmuslimuniversity,0.5827,University of Texas Arlington
31,supshank,102.0,640.0,780.0,3.5,Fall - 2013,aligarhmuslimuniversity,0.58,University of Cincinnati
32,Nile,108.0,560.0,780.0,4.0,Fall - 2008,aligarhmuslimuniversity,0.5827,University of Arizona
33,supshank,102.0,640.0,780.0,3.5,Fall - 2013,aligarhmuslimuniversity,0.58,SUNY Buffalo
34,Nile,108.0,560.0,780.0,4.0,Fall - 2008,aligarhmuslimuniversity,0.5827,North Carolina State University
35,sho_076,99.0,158.0,161.0,3.5,Fall - 2010,allahabadagricultureuniversity,0.8175,Virginia Polytechnic Institute and State University
36,sho_076,99.0,151.0,159.0,3.5,Fall - 2010,amaravatiuniversity,0.8175,University of Texas Dallas
37,sho_076,99.0,690.0,760.0,3.5,Fall - 2010,ambedkarinstituteoftechnology,0.8175,University of Florida
38,rvpprash,96.0,145.0,150.0,4.5,Spring - 2013,santgadgebabaamravatiuniversity,0.75,New Jersey Institute of Technology
39,prakashjoshi0101,103.0,510.0,760.0,3.0,Fall - 2011,americanuniversityofsharjah,0.6491,University of Texas Dallas
40,ashish.r.gupta193,98.0,630.0,720.0,3.0,Fall - 2012,amityschoolofengineeringandtechnology,0.68,University of Cincinnati
41,kausty87,89.0,155.0,156.0,2.5,Fall - 2011,amityschoolofengineeringandtechnology,0.64,Texas A and M University College Station
42,ashish.r.gupta193,98.0,630.0,720.0,3.0,Fall - 2012,amityschoolofengineeringandtechnology,0.68,SUNY Stony Brook
43,ashish.r.gupta193,98.0,630.0,720.0,3.0,Fall - 2012,amityschoolofengineeringandtechnology,0.68,SUNY Buffalo
44,ashish.r.gupta193,98.0,630.0,720.0,3.0,Fall - 2012,amityschoolofengineeringandtechnology,0.68,Rutgers University New Brunswick/Piscataway
45,prakashjoshi0101,103.0,510.0,760.0,3.0,Fall - 2011,amityschoolofengineeringandtechnology,0.6491,Northeastern University
46,soumil123,107.0,149.0,156.0,3.0,Fall - 2014,amityschoolofengineeringandtechnology,0.6,New Jersey Institute of Technology
47,kausty87,89.0,500.0,690.0,2.5,Fall - 2011,amityuniversity,0.64,Clemson University
48,nachiket.kawitkar,86.0,149.0,163.0,3.0,Fall - 2015,amityuniversity,0.0,University of Texas Dallas
49,vinit.sonawane14391,113.0,158.0,164.0,4.0,Fall - 2013,amityuniversity,0.825,University of Colorado Boulder
50,Eru Iluvatar,110.0,159.0,159.0,4.0,Fall - 2013,amityuniversity,0.68,University of Washington
51,Eru Iluvatar,110.0,159.0,159.0,4.0,Fall - 2013,amityuniversity,0.68,University of Arizona
52,Eru Iluvatar,110.0,139.0,161.0,4.0,Fall - 2013,amityuniversity,0.68,Texas A and M University College Station
53,Eru Iluvatar,110.0,159.0,159.0,4.0,Fall - 2013,amityuniversity,0.68,Carnegie Mellon University
54,ApoorvaVerma,101.0,149.0,159.0,3.0,Fall - 2015,amityuniversity,0.765,University of Texas Dallas
55,ApoorvaVerma,101.0,149.0,159.0,3.0,Fall - 2015,amityuniversity,0.765,Northeastern University
56,Karthial,93.0,145.0,159.0,3.0,Fall - 2013,amityuniversity,0.8099999999999999,Clemson University
57,Jason2128,99.0,150.0,159.0,2.5,Fall - 2013,amityuniversity,0.61,University of Texas Dallas
58,rasty,101.0,540.0,800.0,3.0,Spring - 2012,amityuniversity,0.7859999999999999,New York University
59,PrashantNigam,102.0,159.0,166.0,3.5,Fall - 2015,amityuniversity,0.621,New Jersey Institute of Technology
60,Aditi Asthana,100.0,149.0,163.0,3.5,Fall - 2015,amityuniversity,0.8400000000000001,University of Texas Dallas
61,p23pathak,86.0,400.0,790.0,3.0,Fall - 2011,amityuniversity,0.73,University of Texas Dallas
62,p23pathak,86.0,400.0,790.0,3.0,Fall - 2011,amityuniversity,0.73,University of Texas Arlington
63,kanikashah90,102.0,156.0,163.0,3.5,Fall - 2012,amityuniversity,0.9293,University of Southern California
64,kanikashah90,102.0,156.0,163.0,3.5,Fall - 2012,amityuniversity,0.9293,University of Illinois Chicago
65,amehdi,98.0,139.0,161.0,5.0,Fall - 2013,amityuniversity,0.701,University of Cincinnati
66,kanikashah90,102.0,156.0,163.0,3.5,Fall - 2012,amityuniversity,0.9293,SUNY Stony Brook
67,Aditi Asthana,100.0,149.0,163.0,3.5,Fall - 2015,amityuniversity,0.8400000000000001,SUNY Buffalo
68,amehdi,98.0,159.0,164.0,5.0,Fall - 2013,amityuniversity,0.701,SUNY Buffalo
69,najafzaidi,113.0,640.0,800.0,4.0,Fall - 2011,amityuniversity,0.8236000000000001,Columbia University
70,samiksha1988,111.0,580.0,770.0,3.5,Fall - 2011,amityuniversity,0.9740000000000001,University of Maryland College Park
71,samiksha1988,111.0,580.0,770.0,3.5,Fall - 2011,amityuniversity,0.9740000000000001,University of Florida
72,samiksha1988,111.0,580.0,770.0,3.5,Fall - 2011,amityuniversity,0.9740000000000001,New York University
73,rosh18,98.0,470.0,750.0,3.5,Fall - 2011,amityuniversity,0.69,University of Maryland College Park
74,sharadbhalla,100.0,360.0,770.0,3.0,Fall - 2012,amityuniversity,0.63,George Mason University
75,smeagol,101.0,152.0,164.0,3.5,Fall - 2015,amityuniversity,0.7777,University of Florida
76,ashwinkumarr86,97.0,360.0,670.0,3.5,Fall - 2012,amityuniversity,0.74,Northeastern University
77,tej,99.0,440.0,720.0,3.5,Fall - 2011,amityuniversity,0.71,University of Texas Arlington
78,awsaf174,108.0,156.0,160.0,4.0,Fall - 2014,amityuniversity,0.9,University of Texas Dallas
79,ahsanhrumon,84.0,144.0,161.0,3.0,Spring - 2013,amravatiuniversity,0.76,New Jersey Institute of Technology
80,SirMattBusby,115.0,148.0,159.0,5.0,Spring - 2016,amritaschoolofengineering,0.9125,University of Minnesota Twin Cities
81,riverside,109.0,152.0,163.0,4.5,Fall - 2015,amritaschoolofengineering,0.8,University of Texas Dallas
82,amar_strange,93.0,530.0,720.0,3.5,Spring - 2011,amritaschoolofengineering,0.643,University of Texas Arlington
83,srishti113,110.0,154.0,167.0,3.0,Fall - 2015,amritaschoolofengineering,0.66,University of North Carolina Charlotte
84,ankurgentle16,108.0,150.0,169.0,3.5,Fall - 2013,amritaschoolofengineering,0.8039999999999999,University of Florida
85,amar_strange,93.0,165.0,166.0,3.5,Spring - 2011,amritaschoolofengineering,0.643,University of Colorado Boulder
86,riverside,109.0,152.0,163.0,4.5,Fall - 2015,amritaschoolofengineering,0.8,Syracuse University
87,riverside,109.0,152.0,163.0,4.5,Fall - 2015,amritaschoolofengineering,0.8,SUNY Buffalo
88,srishti113,110.0,154.0,167.0,3.0,Fall - 2015,amritaschoolofengineering,0.66,New York University
89,rohitjamuar,109.0,160.0,163.0,4.0,Fall - 2012,amritaschoolofengineering,0.7559999999999999,Georgia Institute of Technology
90,amar_strange,93.0,530.0,720.0,3.5,Spring - 2011,amritaschoolofengineering,0.643,George Mason University
91,rohitjamuar,109.0,162.0,166.0,4.0,Fall - 2012,amritaschoolofengineering,0.7559999999999999,Carnegie Mellon University
92,riverside,109.0,152.0,166.0,4.5,Fall - 2015,amritaschoolofengineering,0.8,Arizona State University
93,Dbanerjee01,95.0,154.0,158.0,3.5,Fall - 2014,amritaschoolofengineering,0.66,Wayne State University
94,avijit.zutshi,113.0,155.0,164.0,3.0,Fall - 2014,amritaschoolofengineering,0.5710000000000001,University of Texas Dallas
95,giricgoyal,102.0,155.0,166.0,3.5,Fall - 2012,amritaschoolofengineering,0.76,University of Texas Dallas
96,metta85,95.0,149.0,163.0,3.5,Fall - 2014,amritaschoolofengineering,0.8119999999999999,University of Texas Dallas
97,Nishtha11,108.0,149.0,159.0,3.0,Spring - 2014,amritaschoolofengineering,0.8140000000000001,University of Texas Dallas
98,nitin_tooteja,95.0,150.0,157.0,3.0,Fall - 2012,amritaschoolofengineering,0.835,University of Texas Dallas
99,prerna7,93.0,310.0,770.0,2.5,Fall - 2012,amritaschoolofengineering,0.75,University of Texas Dallas
100,solanki4400,103.0,153.0,158.0,3.0,Fall - 2014,amritaschoolofengineering,0.72,University of Texas Dallas
101,Dbanerjee01,95.0,152.0,159.0,3.5,Fall - 2014,amritaschoolofengineering,0.66,University of Texas Arlington
102,ishanmadan,106.0,148.0,159.0,4.0,Spring - 2015,amritaschoolofengineering,0.0,University of Texas Arlington
103,metta85,95.0,149.0,163.0,3.5,Fall - 2014,amritaschoolofengineering,0.8119999999999999,University of Texas Arlington
104,pureen,102.0,152.0,159.0,3.0,Fall - 2011,amritaschoolofengineering,0.82,University of Pennsylvania
105,raoulistic,114.0,162.0,162.0,4.5,Fall - 2015,amritaschoolofengineering,0.8690000000000001,University of Pennsylvania
106,grecracked2013,106.0,150.0,159.0,3.0,Fall - 2015,amritaschoolofengineering,0.836,University of North Carolina Charlotte
107,zudar,99.0,155.0,164.0,4.0,Fall - 2012,amritaschoolofengineering,0.07919999999999999,University of North Carolina Charlotte
108,aayush.pathak,113.0,160.0,161.0,3.5,Fall - 2013,amritaschoolofengineering,0.8789999999999999,University of Minnesota Twin Cities
109,arpitsharma1989,107.0,166.0,163.0,4.0,Fall - 2014,amritaschoolofengineering,0.8225,University of Maryland College Park
110,raoulistic,114.0,162.0,162.0,4.5,Fall - 2015,amritaschoolofengineering,0.8690000000000001,University of Maryland College Park
111,giricgoyal,102.0,149.0,166.0,3.5,Fall - 2012,amritaschoolofengineering,0.76,University of Illinois Chicago
112,Nishtha11,108.0,149.0,159.0,3.0,Spring - 2014,amritaschoolofengineering,0.8140000000000001,University of Illinois Chicago
113,sunitj,108.0,140.0,160.0,3.5,Fall - 2009,amritaschoolofengineering,0.7879999999999999,University of Illinois Chicago
114,zudar,99.0,155.0,164.0,4.0,Fall - 2012,amritaschoolofengineering,0.07919999999999999,University of Illinois Chicago
115,nehauppal,117.0,167.0,160.0,3.0,Fall - 2011,amritaschoolofengineering,0.89,University of Florida
116,zudar,99.0,155.0,164.0,4.0,Fall - 2012,amritaschoolofengineering,0.07919999999999999,University of Florida
117,giricgoyal,102.0,440.0,780.0,3.5,Fall - 2012,amritaschoolofengineering,0.76,University of Colorado Boulder
118,metta85,95.0,149.0,163.0,3.5,Fall - 2014,amritaschoolofengineering,0.8119999999999999,University of Colorado Boulder
119,hsinha1489,107.0,154.0,164.0,3.0,Fall - 2014,amritaschoolofengineering,0.75,University of Cincinnati
120,rajatjainami,86.0,150.0,162.0,3.0,Fall - 2013,amritaschoolofengineering,0.7809999999999999,University of Cincinnati
121,arpitsharma1989,107.0,153.0,166.0,4.0,Fall - 2014,amritaschoolofengineering,0.8225,University of Arizona
122,dustsettler,99.0,158.0,163.0,4.0,Fall - 2012,rmdengineeringcollegeannauniversity,0.755,University of Arizona
123,hsinha1489,107.0,156.0,160.0,3.0,Fall - 2014,rmdengineeringcollegeannauniversity,0.75,Syracuse University
124,nitin_tooteja,95.0,150.0,157.0,3.0,Fall - 2012,rmdengineeringcollegeannauniversity,0.835,Syracuse University
125,prerna7,93.0,310.0,770.0,2.5,Fall - 2012,rmdengineeringcollegeannauniversity,0.75,Syracuse University
126,gauravdugar,109.0,149.0,170.0,3.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.892,SUNY Stony Brook
127,arpitsharma1989,107.0,154.0,163.0,4.0,Fall - 2014,rmdengineeringcollegeannauniversity,0.8225,SUNY Buffalo
128,rajatjainami,86.0,150.0,162.0,3.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.7809999999999999,SUNY Buffalo
129,sumeeryachu1990,96.0,159.0,164.0,3.0,Fall - 2014,rmdengineeringcollegeannauniversity,0.708,SUNY Buffalo
130,pureen,102.0,148.0,164.0,3.0,Fall - 2011,rmdengineeringcollegeannauniversity,0.82,Rutgers University New Brunswick/Piscataway
131,ashwinlahiry,117.0,151.0,161.0,3.5,Fall - 2012,rmdengineeringcollegeannauniversity,0.75,Ohio State University Columbus
132,rohitkapoor,106.0,148.0,168.0,3.5,Fall - 2014,rmdengineeringcollegeannauniversity,0.843,Ohio State University Columbus
133,AbhayKasturia,111.0,159.0,158.0,3.0,Fall - 2015,rmdengineeringcollegeannauniversity,0.722,Northeastern University
134,grecracked2013,106.0,150.0,159.0,3.0,Fall - 2015,rmdengineeringcollegeannauniversity,0.836,Northeastern University
135,hsinha1489,107.0,154.0,164.0,3.0,Fall - 2014,rmdengineeringcollegeannauniversity,0.75,Northeastern University
136,KazekageGaara,115.0,151.0,161.0,4.5,Fall - 2014,rmdengineeringcollegeannauniversity,0.736,Northeastern University
137,pureen,102.0,590.0,790.0,3.0,Fall - 2011,rmdengineeringcollegeannauniversity,0.82,Northeastern University
138,shivambhagi,113.0,159.0,166.0,3.5,Fall - 2012,rmdengineeringcollegeannauniversity,0.7,Northeastern University
139,AmritaDas,117.0,160.0,166.0,4.0,Spring - 2015,rmdengineeringcollegeannauniversity,0.6639999999999999,North Carolina State University
140,neerajbadlani,107.0,162.0,166.0,3.0,Fall - 2012,rmdengineeringcollegeannauniversity,0.6799999999999999,North Carolina State University
141,raoulistic,114.0,148.0,164.0,4.5,Fall - 2015,rmdengineeringcollegeannauniversity,0.8690000000000001,North Carolina State University
142,dustsettler,99.0,158.0,163.0,4.0,Fall - 2012,rmdengineeringcollegeannauniversity,0.755,New York University
143,sunitj,108.0,510.0,740.0,3.5,Fall - 2009,rmdengineeringcollegeannauniversity,0.7879999999999999,New Jersey Institute of Technology
144,sunitj,108.0,163.0,166.0,3.5,Fall - 2009,rmdengineeringcollegeannauniversity,0.7879999999999999,Georgia Institute of Technology
145,nitin_tooteja,95.0,156.0,160.0,3.0,Fall - 2012,rmdengineeringcollegeannauniversity,0.835,George Mason University
146,dustsettler,99.0,158.0,163.0,4.0,Fall - 2012,rmdengineeringcollegeannauniversity,0.755,Carnegie Mellon University
147,hsinha1489,107.0,154.0,164.0,3.0,Fall - 2014,rmdengineeringcollegeannauniversity,0.75,Carnegie Mellon University
148,pureen,102.0,590.0,790.0,3.0,Fall - 2011,rmdengineeringcollegeannauniversity,0.82,Carnegie Mellon University
149,KazekageGaara,115.0,151.0,161.0,4.5,Fall - 2014,rmdengineeringcollegeannauniversity,0.736,Arizona State University
150,raoulistic,114.0,162.0,162.0,4.5,Fall - 2015,rmdengineeringcollegeannauniversity,0.8690000000000001,Arizona State University
151,samforms18,105.0,550.0,760.0,3.5,Fall - 2011,rmdengineeringcollegeannauniversity,0.79,Arizona State University
152,sunitj,108.0,162.0,166.0,3.5,Fall - 2009,rmdengineeringcollegeannauniversity,0.7879999999999999,Arizona State University
153,29-Aug,97.0,150.0,163.0,3.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.67,University of Utah
154,amitsch,94.0,151.0,163.0,3.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.7234999999999999,Ohio State University Columbus
155,sunbun2,110.0,420.0,660.0,3.5,Fall - 2012,rmdengineeringcollegeannauniversity,0.91,Carnegie Mellon University
156,balzee25,102.0,159.0,166.0,3.5,Fall - 2012,rmdengineeringcollegeannauniversity,0.6859999999999999,Wayne State University
157,lokesh9214,85.0,147.0,152.0,3.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.0,Wayne State University
158,Prashanthslm,95.0,148.0,152.0,3.0,Fall - 2015,rmdengineeringcollegeannauniversity,0.748,Wayne State University
159,ramprasathmani,93.0,149.0,151.0,3.0,Spring - 2015,rmdengineeringcollegeannauniversity,0.64,Wayne State University
160,renjithgizmo,80.0,162.0,166.0,2.5,Fall - 2014,rmdengineeringcollegeannauniversity,0.76,Wayne State University
161,infoseeker2,113.0,164.0,170.0,3.5,Spring - 2014,rmdengineeringcollegeannauniversity,0.773,Virginia Polytechnic Institute and State University
162,npk26,116.0,640.0,780.0,4.0,Fall - 2011,rmdengineeringcollegeannauniversity,0.07400000000000001,Virginia Polytechnic Institute and State University
163,Akanksh,118.0,153.0,164.0,4.0,Fall - 2015,rmdengineeringcollegeannauniversity,0.949,University of Wisconsin Madison
164,BEAMer,114.0,490.0,750.0,4.0,Fall - 2012,rmdengineeringcollegeannauniversity,0.82,University of Wisconsin Madison
165,Vignesh1991,106.0,153.0,167.0,4.5,Fall - 2013,rmdengineeringcollegeannauniversity,0.927,University of Wisconsin Madison
166,nitishmishra2007,117.0,37.0,47.0,5.5,Fall - 2014,rmdengineeringcollegeannauniversity,0.8099999999999999,University of Washington
167,abhipardhu,103.0,159.0,166.0,3.0,Fall - 2015,rmdengineeringcollegeannauniversity,0.9440000000000001,University of Utah
168,kodemax,113.0,153.0,164.0,4.5,Fall - 2014,rmdengineeringcollegeannauniversity,0.8220000000000001,University of Utah
169,narsree2190,115.0,680.0,800.0,4.5,Fall - 2011,rmdengineeringcollegeannauniversity,0.8320000000000001,University of Utah
170,adifire,109.0,153.0,159.0,4.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.769,University of Texas Dallas
171,akhilesh890,116.0,159.0,164.0,5.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.86,University of Texas Dallas
172,Antony06,108.0,159.0,166.0,3.5,Fall - 2015,rmdengineeringcollegeannauniversity,0.9009999999999999,University of Texas Dallas
173,ArchithV,116.0,158.0,160.0,4.5,Fall - 2012,rmdengineeringcollegeannauniversity,0.773,University of Texas Dallas
174,baduguvijay,98.0,144.0,169.0,3.0,Fall - 2014,rmdengineeringcollegeannauniversity,0.8009999999999999,University of Texas Dallas
175,bearyogi,99.0,149.0,163.0,4.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.928,University of Texas Dallas
176,divakar109,101.0,430.0,700.0,3.0,Fall - 2011,rmdengineeringcollegeannauniversity,0.8160000000000001,University of Texas Dallas
177,er_warun,96.0,150.0,156.0,3.0,Fall - 2015,rmdengineeringcollegeannauniversity,0.6409999999999999,University of Texas Dallas
178,gargisharma50,115.0,151.0,155.0,4.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.8099999999999999,University of Texas Dallas
179,GowthamYR,91.0,165.0,166.0,3.5,Fall - 2015,rmdengineeringcollegeannauniversity,0.67,University of Texas Dallas
180,harishg8290,103.0,145.0,164.0,3.0,Fall - 2015,rmdengineeringcollegeannauniversity,0.61,University of Texas Dallas
181,Ironheartz,97.0,154.0,160.0,4.0,Fall - 2014,rmdengineeringcollegeannauniversity,0.9009999999999999,University of Texas Dallas
182,kvdeepak,110.0,160.0,167.0,4.0,Fall - 2012,rmdengineeringcollegeannauniversity,0.8059999999999999,University of Texas Dallas
183,kvs5cob,111.0,151.0,166.0,3.5,Fall - 2013,rmdengineeringcollegeannauniversity,0.82,University of Texas Dallas
184,manju_me,113.0,163.0,166.0,4.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.8400000000000001,University of Texas Dallas
185,manojpramodh,114.0,610.0,770.0,4.5,Fall - 2012,rmdengineeringcollegeannauniversity,0.8099999999999999,University of Texas Dallas
186,mka89,108.0,640.0,800.0,4.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.773,University of Texas Dallas
187,paviram,115.0,480.0,800.0,4.5,Fall - 2011,rmdengineeringcollegeannauniversity,0.825,University of Texas Dallas
188,r4ravi2008,105.0,162.0,159.0,3.0,Fall - 2012,rmdengineeringcollegeannauniversity,0.7150000000000001,University of Texas Dallas
189,rbalaji610,105.0,154.0,159.0,3.5,Fall - 2012,rmdengineeringcollegeannauniversity,0.8,University of Texas Dallas
190,reticus,115.0,520.0,740.0,4.5,Fall - 2011,rmdengineeringcollegeannauniversity,0.828,University of Texas Dallas
191,roop23,113.0,450.0,780.0,5.0,Fall - 2012,rmdengineeringcollegeannauniversity,0.8079999999999999,University of Texas Dallas
192,santhu20,87.0,145.0,163.0,3.0,Fall - 2014,rmdengineeringcollegeannauniversity,0.8480000000000001,University of Texas Dallas
193,sundeep1405,97.0,165.0,166.0,3.5,Fall - 2013,rmdengineeringcollegeannauniversity,0.72,University of Texas Dallas
194,s_mukundan,104.0,530.0,800.0,1330.0,Fall - 2011,rmdengineeringcollegeannauniversity,0.72,University of Texas Dallas
195,uniklyunik,108.0,144.0,161.0,3.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.74,University of Texas Dallas
196,vairabharathi,99.0,154.0,159.0,3.5,Fall - 2013,rmdengineeringcollegeannauniversity,0.8400000000000001,University of Texas Dallas
197,vasudk2009,109.0,155.0,152.0,3.5,Spring - 2015,rmdengineeringcollegeannauniversity,0.7809999999999999,University of Texas Dallas
198,vinnuth,7.0,156.0,160.0,3.5,Spring - 2013,rmdengineeringcollegeannauniversity,0.625,University of Texas Dallas
199,vr11,111.0,149.0,170.0,3.5,Fall - 2013,rmdengineeringcollegeannauniversity,0.77,University of Texas Dallas
200,vshksrihari99,102.0,153.0,317.0,164.0,Fall - 2012,rmdengineeringcollegeannauniversity,0.845,University of Texas Dallas
201,cs2013,106.0,590.0,740.0,3.5,Fall - 2013,rmdengineeringcollegeannauniversity,0.941,University of Texas Austin
202,Adhavann,84.0,159.0,164.0,2.5,Fall - 2015,rmdengineeringcollegeannauniversity,0.6759999999999999,University of Texas Arlington
203,BEAMer,114.0,490.0,750.0,4.0,Fall - 2012,rmdengineeringcollegeannauniversity,0.82,University of Texas Arlington
204,butter,104.0,150.0,156.0,3.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.6900000000000001,University of Texas Arlington
205,ramprasathmani,93.0,149.0,151.0,3.0,Spring - 2015,rmdengineeringcollegeannauniversity,0.64,University of Texas Arlington
206,abhipardhu,103.0,156.0,165.0,3.0,Fall - 2015,rmdengineeringcollegeannauniversity,0.9440000000000001,University of Southern California
207,BEAMer,114.0,154.0,159.0,4.0,Fall - 2012,rmdengineeringcollegeannauniversity,0.82,University of Southern California
208,bearyogi,99.0,149.0,163.0,4.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.928,University of Southern California
209,grad_Hunter,107.0,162.0,152.0,3.0,Fall - 2014,rmdengineeringcollegeannauniversity,0.868,University of Southern California
210,kavyaracharla,97.0,430.0,770.0,3.5,Fall - 2011,rmdengineeringcollegeannauniversity,0.75,University of Southern California
211,kmadhu00,111.0,159.0,165.0,5.0,Fall - 2015,rmdengineeringcollegeannauniversity,0.893,University of Southern California
212,kodemax,113.0,161.0,158.0,4.5,Fall - 2014,rmdengineeringcollegeannauniversity,0.8220000000000001,University of Southern California
213,manojpramodh,114.0,610.0,770.0,4.5,Fall - 2012,rmdengineeringcollegeannauniversity,0.8099999999999999,University of Southern California
214,Nagarjuna123,116.0,700.0,780.0,4.0,Fall - 2011,rmdengineeringcollegeannauniversity,0.8740000000000001,University of Southern California
215,nsekhar4u,104.0,520.0,760.0,4.0,Fall - 2012,rmdengineeringcollegeannauniversity,0.8019999999999999,University of Southern California
216,paviram,115.0,480.0,800.0,4.5,Fall - 2011,rmdengineeringcollegeannauniversity,0.825,University of Southern California
217,rohitsridhar1,114.0,161.0,161.0,5.5,Fall - 2014,rmdengineeringcollegeannauniversity,0.941,University of Southern California
218,siddarth1990,93.0,161.0,161.0,3.5,Fall - 2013,rmdengineeringcollegeannauniversity,0.8160000000000001,University of Southern California
219,vathsan,95.0,148.0,161.0,4.0,Spring - 2014,rmdengineeringcollegeannauniversity,0.7889999999999999,University of Southern California
220,Nagarjuna123,116.0,700.0,780.0,4.0,Fall - 2011,rmdengineeringcollegeannauniversity,0.8740000000000001,University of Pennsylvania
221,reticus,115.0,154.0,159.0,4.5,Fall - 2011,rmdengineeringcollegeannauniversity,0.828,University of Pennsylvania
222,srikkanth1990,110.0,152.0,163.0,3.5,Fall - 2012,rmdengineeringcollegeannauniversity,0.79,University of Pennsylvania
223,bnagesh,112.0,150.0,169.0,4.0,Fall - 2015,rmdengineeringcollegeannauniversity,0.748,University of North Carolina Charlotte
224,kaushikveluru,103.0,152.0,163.0,4.0,Fall - 2014,rmdengineeringcollegeannauniversity,0.732,University of North Carolina Charlotte
225,mka89,108.0,154.0,159.0,4.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.773,University of North Carolina Charlotte
226,NaveenManikandanP,106.0,500.0,790.0,2.5,Fall - 2011,rmdengineeringcollegeannauniversity,0.6679999999999999,University of North Carolina Charlotte
